2.920000000000000000e+02,2.990000000000000000e+02,5.010000000000000009e-01,2.299999999999999961e-02
2.920000000000000000e+02,2.990000000000000000e+02,5.729999999999999538e-01,5.600000000000000117e-02
2.920000000000000000e+02,2.920000000000000000e+02,6.670000000000000373e-01,2.699999999999999969e-02
2.920000000000000000e+02,2.920000000000000000e+02,7.109999999999999654e-01,2.500000000000000139e-02
2.920000000000000000e+02,2.920000000000000000e+02,7.850000000000000311e-01,3.699999999999999817e-02
2.920000000000000000e+02,2.990000000000000000e+02,8.910000000000000142e-01,3.599999999999999728e-02
2.920000000000000000e+02,2.990000000000000000e+02,9.619999999999999662e-01,5.899999999999999689e-02
2.920000000000000000e+02,2.990000000000000000e+02,1.028000000000000025e+00,3.200000000000000067e-02
2.920000000000000000e+02,2.930000000000000000e+02,1.120999999999999996e+00,2.999999999999999889e-02
2.900000000000000000e+02,2.930000000000000000e+02,1.183999999999999941e+00,3.099999999999999978e-02
2.900000000000000000e+02,2.900000000000000000e+02,1.304000000000000048e+00,5.800000000000000294e-02
2.870000000000000000e+02,2.900000000000000000e+02,1.381000000000000005e+00,7.699999999999999900e-02
2.870000000000000000e+02,2.860000000000000000e+02,1.467000000000000082e+00,3.200000000000000067e-02
2.830000000000000000e+02,2.860000000000000000e+02,1.538999999999999924e+00,2.500000000000000139e-02
2.830000000000000000e+02,2.860000000000000000e+02,1.622000000000000108e+00,2.999999999999999889e-02
2.830000000000000000e+02,2.860000000000000000e+02,1.717000000000000082e+00,4.800000000000000100e-02
2.880000000000000000e+02,2.860000000000000000e+02,1.778999999999999915e+00,1.799999999999999864e-02
2.880000000000000000e+02,2.780000000000000000e+02,1.852999999999999980e+00,2.900000000000000147e-02
2.800000000000000000e+02,2.780000000000000000e+02,1.949999999999999956e+00,3.300000000000000155e-02
2.800000000000000000e+02,2.690000000000000000e+02,2.061999999999999833e+00,6.600000000000000311e-02
2.800000000000000000e+02,2.690000000000000000e+02,2.124000000000000110e+00,6.099999999999999867e-02
2.550000000000000000e+02,2.690000000000000000e+02,2.213000000000000078e+00,3.099999999999999978e-02
2.550000000000000000e+02,2.590000000000000000e+02,2.281000000000000139e+00,2.199999999999999872e-02
2.430000000000000000e+02,2.590000000000000000e+02,2.361000000000000210e+00,2.400000000000000050e-02
2.430000000000000000e+02,2.590000000000000000e+02,2.439999999999999947e+00,5.600000000000000117e-02
2.290000000000000000e+02,2.480000000000000000e+02,2.552999999999999936e+00,2.999999999999999889e-02
2.290000000000000000e+02,2.290000000000000000e+02,2.619000000000000217e+00,1.700000000000000122e-02
2.290000000000000000e+02,2.290000000000000000e+02,2.744000000000000217e+00,4.800000000000000100e-02
2.160000000000000000e+02,2.290000000000000000e+02,2.799999999999999822e+00,4.200000000000000261e-02
2.160000000000000000e+02,2.210000000000000000e+02,2.912999999999999812e+00,2.999999999999999889e-02
2.180000000000000000e+02,2.210000000000000000e+02,3.004999999999999893e+00,2.900000000000000147e-02
2.180000000000000000e+02,2.070000000000000000e+02,3.112999999999999989e+00,4.399999999999999745e-02
2.040000000000000000e+02,2.070000000000000000e+02,3.174999999999999822e+00,4.399999999999999745e-02
2.040000000000000000e+02,1.940000000000000000e+02,3.267999999999999794e+00,2.999999999999999889e-02
1.740000000000000000e+02,1.940000000000000000e+02,3.366999999999999993e+00,3.500000000000000333e-02
1.740000000000000000e+02,1.770000000000000000e+02,3.463999999999999968e+00,2.400000000000000050e-02
