1.740000000000000000e+02,1.770000000000000000e+02,3.568999999999999950e+00,8.200000000000000344e-02
1.720000000000000000e+02,1.610000000000000000e+02,3.657999999999999918e+00,3.099999999999999978e-02
1.560000000000000000e+02,1.610000000000000000e+02,3.728000000000000203e+00,2.400000000000000050e-02
1.560000000000000000e+02,1.610000000000000000e+02,3.794999999999999929e+00,3.099999999999999978e-02
1.560000000000000000e+02,1.450000000000000000e+02,3.903999999999999915e+00,4.700000000000000011e-02
1.260000000000000000e+02,1.450000000000000000e+02,4.000000000000000000e+00,3.300000000000000155e-02
1.260000000000000000e+02,1.280000000000000000e+02,4.091999999999999638e+00,3.099999999999999978e-02
1.230000000000000000e+02,1.280000000000000000e+02,4.179000000000000270e+00,2.599999999999999881e-02
1.230000000000000000e+02,1.110000000000000000e+02,4.266000000000000014e+00,6.700000000000000400e-02
1.040000000000000000e+02,1.110000000000000000e+02,4.363999999999999879e+00,4.000000000000000083e-02
1.040000000000000000e+02,9.400000000000000000e+01,4.456999999999999851e+00,2.400000000000000050e-02
8.500000000000000000e+01,9.400000000000000000e+01,4.581999999999999851e+00,5.600000000000000117e-02
8.500000000000000000e+01,7.400000000000000000e+01,4.660000000000000142e+00,5.600000000000000117e-02
6.700000000000000000e+01,7.400000000000000000e+01,4.732000000000000206e+00,1.899999999999999953e-02
6.700000000000000000e+01,7.400000000000000000e+01,4.820000000000000284e+00,2.900000000000000147e-02
6.700000000000000000e+01,5.700000000000000000e+01,4.897999999999999687e+00,2.900000000000000147e-02
4.700000000000000000e+01,5.700000000000000000e+01,4.998000000000000220e+00,5.199999999999999761e-02
4.700000000000000000e+01,3.700000000000000000e+01,5.057000000000000384e+00,3.400000000000000244e-02
2.700000000000000000e+01,3.700000000000000000e+01,5.144000000000000128e+00,2.800000000000000058e-02
2.700000000000000000e+01,3.700000000000000000e+01,5.214999999999999858e+00,3.699999999999999817e-02
2.700000000000000000e+01,1.800000000000000000e+01,5.261000000000000121e+00,3.699999999999999817e-02
2.400000000000000000e+01,1.800000000000000000e+01,5.378000000000000114e+00,6.099999999999999867e-02
2.400000000000000000e+01,1.200000000000000000e+01,5.464000000000000412e+00,3.799999999999999906e-02
1.800000000000000000e+01,1.200000000000000000e+01,5.549000000000000377e+00,2.999999999999999889e-02
1.800000000000000000e+01,1.500000000000000000e+01,5.628000000000000114e+00,1.700000000000000122e-02
1.800000000000000000e+01,1.500000000000000000e+01,5.713000000000000078e+00,4.000000000000000083e-02
2.000000000000000000e+01,1.500000000000000000e+01,5.817000000000000171e+00,3.500000000000000333e-02
2.000000000000000000e+01,1.800000000000000000e+01,5.923000000000000043e+00,3.300000000000000155e-02
2.300000000000000000e+01,1.800000000000000000e+01,6.016000000000000014e+00,3.200000000000000067e-02
2.300000000000000000e+01,2.000000000000000000e+01,6.113000000000000433e+00,3.500000000000000333e-02
2.300000000000000000e+01,2.000000000000000000e+01,6.201999999999999957e+00,1.600000000000000033e-02
2.300000000000000000e+01,1.900000000000000000e+01,6.291000000000000369e+00,2.699999999999999969e-02
2.400000000000000000e+01,1.900000000000000000e+01,6.384999999999999787e+00,2.800000000000000058e-02
2.400000000000000000e+01,2.000000000000000000e+01,6.467999999999999972e+00,6.400000000000000133e-02
2.300000000000000000e+01,2.000000000000000000e+01,6.554999999999999716e+00,2.900000000000000147e-02
2.300000000000000000e+01,2.000000000000000000e+01,6.636000000000000121e+00,1.600000000000000033e-02
2.300000000000000000e+01,2.000000000000000000e+01,6.717999999999999972e+00,3.500000000000000333e-02
2.300000000000000000e+01,2.000000000000000000e+01,6.841999999999999638e+00,6.400000000000000133e-02
2.300000000000000000e+01,2.000000000000000000e+01,6.927999999999999936e+00,2.699999999999999969e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.024000000000000021e+00,2.900000000000000147e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.107000000000000206e+00,1.799999999999999864e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.192999999999999616e+00,7.399999999999999634e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.288999999999999702e+00,2.999999999999999889e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.381000000000000227e+00,2.699999999999999969e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.485000000000000320e+00,3.799999999999999906e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.572000000000000064e+00,6.199999999999999956e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.681000000000000050e+00,4.700000000000000011e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.785000000000000142e+00,4.000000000000000083e-02
2.300000000000000000e+01,2.000000000000000000e+01,7.924999999999999822e+00,5.700000000000000205e-02
